"id","parent_id","name","url","parent_url"
"189","172","Кондитерские изделия | Сушки, баранки, бублики","https://yarcheplus.ru/catalog/sushki-baranki-bubliki-205","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"182","172","Кондитерские изделия | Шоколад и батончики","https://yarcheplus.ru/catalog/shokolad-i-batonchiki-198","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"183","172","Кондитерские изделия | Конфеты","https://yarcheplus.ru/catalog/konfety-199","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"191","172","Кондитерские изделия | Шоколадные яйца","https://yarcheplus.ru/catalog/shokoladnye-yaytsa-207","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"184","172","Кондитерские изделия | Бисквиты, рулеты, кексы","https://yarcheplus.ru/catalog/biskvity-rulety-keksy-200","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"185","172","Кондитерские изделия | Торты и пирожные","https://yarcheplus.ru/catalog/torty-i-pirozhnye-201","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"186","172","Кондитерские изделия | Карамель, драже, мармелад","https://yarcheplus.ru/catalog/karamel-drazhe-marmelad-202","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"187","172","Кондитерские изделия | Ирис, зефир, гематоген","https://yarcheplus.ru/catalog/iris-zefir-gematogen-203","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"179","172","Кондитерские изделия | Жевательные резинки","https://yarcheplus.ru/catalog/zhevatelnye-rezinki-195","https://yarcheplus.ru/category/konditerskie-izdeliya-188"
"172","","Кондитерские изделия","https://yarcheplus.ru/category/konditerskie-izdeliya-188",""
"128","166","Снеки | Сухие завтраки","https://yarcheplus.ru/catalog/sukhie-zavtraki-144","https://yarcheplus.ru/category/sneki-182"
"122","166","Снеки | Семечки","https://yarcheplus.ru/catalog/semechki-138","https://yarcheplus.ru/category/sneki-182"
"123","166","Снеки | Чипсы","https://yarcheplus.ru/catalog/chipsy-139","https://yarcheplus.ru/category/sneki-182"
"129","166","Снеки | Сухарики и гренки","https://yarcheplus.ru/catalog/sukhariki-i-grenki-145","https://yarcheplus.ru/category/sneki-182"
"124","166","Снеки | Попкорн и кукурузные палочки","https://yarcheplus.ru/catalog/popkorn-i-kukuruznye-palochki-140","https://yarcheplus.ru/category/sneki-182"
"125","166","Снеки | Сушеные морепродукты","https://yarcheplus.ru/catalog/sushenye-moreprodukty-141","https://yarcheplus.ru/category/sneki-182"
"126","166","Снеки | Мясные снеки","https://yarcheplus.ru/catalog/myasnye-sneki-142","https://yarcheplus.ru/category/sneki-182"
"127","166","Снеки | Орехи, сухофрукты, цукаты","https://yarcheplus.ru/catalog/orekhi-sukhofrukty-tsukaty-143","https://yarcheplus.ru/category/sneki-182"
"166","","Снеки","https://yarcheplus.ru/category/sneki-182",""
"131","167","Консервация | Мясные консервы","https://yarcheplus.ru/catalog/myasnye-konservy-147","https://yarcheplus.ru/category/konservatsiya-183"
"132","167","Консервация | Рыбные консервы","https://yarcheplus.ru/catalog/rybnye-konservy-148","https://yarcheplus.ru/category/konservatsiya-183"
"133","167","Консервация | Овощные соленья и консервация","https://yarcheplus.ru/catalog/ovoschnye-solenya-i-konservatsiya-149","https://yarcheplus.ru/category/konservatsiya-183"
"134","167","Консервация | Оливки, маслины","https://yarcheplus.ru/catalog/olivki-masliny-150","https://yarcheplus.ru/category/konservatsiya-183"
"135","167","Консервация | Варенье, джемы, повидло","https://yarcheplus.ru/catalog/varenye-dzhemy-povidlo-151","https://yarcheplus.ru/category/konservatsiya-183"
"138","167","Консервация | Фруктовая консервация","https://yarcheplus.ru/catalog/fruktovaya-konservatsiya-154","https://yarcheplus.ru/category/konservatsiya-183"
"167","","Консервация","https://yarcheplus.ru/category/konservatsiya-183",""
"168","","Готовые блюда","https://yarcheplus.ru/catalog/gotovye-blyuda-184",""
"149","170","Чай, Кофе, Какао | Чай","https://yarcheplus.ru/catalog/chay-165","https://yarcheplus.ru/category/chay-kofe-kakao-186"
"150","170","Чай, Кофе, Какао | Кофе","https://yarcheplus.ru/catalog/kofe-166","https://yarcheplus.ru/category/chay-kofe-kakao-186"
"151","170","Чай, Кофе, Какао | Какао и горячий шоколад","https://yarcheplus.ru/catalog/kakao-i-goryachiy-shokolad-167","https://yarcheplus.ru/category/chay-kofe-kakao-186"
"170","","Чай, Кофе, Какао","https://yarcheplus.ru/category/chay-kofe-kakao-186",""
"144","169","Напитки | Вода питьевая и минеральная","https://yarcheplus.ru/catalog/voda-pityevaya-i-mineralnaya-160","https://yarcheplus.ru/category/napitki-185"
"145","169","Напитки | Лимонады, газированные напитки","https://yarcheplus.ru/catalog/limonady-gazirovannye-napitki-161","https://yarcheplus.ru/category/napitki-185"
"146","169","Напитки | Соки, нектары, напитки","https://yarcheplus.ru/catalog/soki-nektary-napitki-162","https://yarcheplus.ru/category/napitki-185"
"143","169","Напитки | Морсы, компоты, кисели и сиропы","https://yarcheplus.ru/catalog/morsy-kompoty-kiseli-i-siropy-159","https://yarcheplus.ru/category/napitki-185"
"147","169","Напитки | Квас и холодный чай","https://yarcheplus.ru/catalog/kvas-i-kholodniy-chay-163","https://yarcheplus.ru/category/napitki-185"
"148","169","Напитки | Энергетические напитки","https://yarcheplus.ru/catalog/energeticheskie-napitki-164","https://yarcheplus.ru/category/napitki-185"
"590","169","Напитки | Безалкогольное пиво","https://yarcheplus.ru/catalog/bezalkogolnoe-pivo-453","https://yarcheplus.ru/category/napitki-185"
"169","","Напитки","https://yarcheplus.ru/category/napitki-185",""
"378","208","Для детей | Пюре, каши, йогурты","https://yarcheplus.ru/catalog/pyure-kashi-yogurty-250","https://yarcheplus.ru/category/dlya-detey-224"
"379","208","Для детей | Соки, вода, молоко, коктейли","https://yarcheplus.ru/catalog/soki-voda-moloko-kokteyli-251","https://yarcheplus.ru/category/dlya-detey-224"
"201","208","Для детей | Гигиена и уход","https://yarcheplus.ru/catalog/gigiena-i-ukhod-217","https://yarcheplus.ru/category/dlya-detey-224"
"200","208","Для детей | Игрушки","https://yarcheplus.ru/catalog/igrushki-216","https://yarcheplus.ru/category/dlya-detey-224"
"208","","Для детей","https://yarcheplus.ru/category/dlya-detey-224",""
"192","207","Для дома | Уход за бельем","https://yarcheplus.ru/catalog/ukhod-za-belyem-208","https://yarcheplus.ru/category/dlya-doma-223"
"193","207","Для дома | Моющие и чистящие средства","https://yarcheplus.ru/catalog/moyuschie-i-chistyaschie-sredstva-209","https://yarcheplus.ru/category/dlya-doma-223"
"197","207","Для дома | Кухонные принадлежности","https://yarcheplus.ru/catalog/kukhonnye-prinadlezhnosti-213","https://yarcheplus.ru/category/dlya-doma-223"
"194","207","Для дома | Уход за обувью","https://yarcheplus.ru/catalog/ukhod-za-obuvyu-210","https://yarcheplus.ru/category/dlya-doma-223"
"195","207","Для дома | Электротовары","https://yarcheplus.ru/catalog/elektrotovary-211","https://yarcheplus.ru/category/dlya-doma-223"
"196","207","Для дома | Клей","https://yarcheplus.ru/catalog/kley-212","https://yarcheplus.ru/category/dlya-doma-223"
"198","207","Для дома | Канцелярия","https://yarcheplus.ru/catalog/kantselyariya-214","https://yarcheplus.ru/category/dlya-doma-223"
"199","207","Для дома | Средства от насекомых","https://yarcheplus.ru/catalog/sredstva-ot-nasekomykh-215","https://yarcheplus.ru/category/dlya-doma-223"
"207","","Для дома","https://yarcheplus.ru/category/dlya-doma-223",""
"155","204","Красота, Здоровье | Уход за волосами","https://yarcheplus.ru/catalog/ukhod-za-volosami-171","https://yarcheplus.ru/category/krasota-zdorovye-220"
"154","204","Красота, Здоровье | Уход за кожей","https://yarcheplus.ru/catalog/ukhod-za-kozhey-170","https://yarcheplus.ru/category/krasota-zdorovye-220"
"156","204","Красота, Здоровье | Личная гигиена","https://yarcheplus.ru/catalog/lichnaya-gigiena-172","https://yarcheplus.ru/category/krasota-zdorovye-220"
"428","204","Красота, Здоровье | Подарочные наборы","https://yarcheplus.ru/catalog/podarochnye-nabory-293","https://yarcheplus.ru/category/krasota-zdorovye-220"
"204","","Красота, Здоровье","https://yarcheplus.ru/category/krasota-zdorovye-220",""
"157","205","Одежда | Колготки и носки","https://yarcheplus.ru/catalog/kolgotki-i-noski-173","https://yarcheplus.ru/category/odezhda-221"
"158","205","Одежда | Футболки, Нижнее белье","https://yarcheplus.ru/catalog/futbolki-nizhnee-belye-174","https://yarcheplus.ru/category/odezhda-221"
"205","","Одежда","https://yarcheplus.ru/category/odezhda-221",""
"152","203","Зоотовары | Корма для кошек, наполнители","https://yarcheplus.ru/catalog/korma-dlya-koshek-napolniteli-168","https://yarcheplus.ru/category/zootovary-219"
"153","203","Зоотовары | Корма для собак","https://yarcheplus.ru/catalog/korma-dlya-sobak-169","https://yarcheplus.ru/category/zootovary-219"
"203","","Зоотовары","https://yarcheplus.ru/category/zootovary-219",""
"id","parent_id","name","url","parent_url"
"816","","Масленица","https://yarcheplus.ru/catalog/maslenitsa-680",""
"592","","Цветы","https://yarcheplus.ru/catalog/tsvety-455",""
"174","171","Овощи, Фрукты | Овощи","https://yarcheplus.ru/catalog/ovoschi-190","https://yarcheplus.ru/category/ovoschi-frukty-187"
"175","171","Овощи, Фрукты | Фрукты","https://yarcheplus.ru/catalog/frukty-191","https://yarcheplus.ru/category/ovoschi-frukty-187"
"177","171","Овощи, Фрукты | Зелень","https://yarcheplus.ru/catalog/zelen-193","https://yarcheplus.ru/category/ovoschi-frukty-187"
"176","171","Овощи, Фрукты | Грибы и ягоды","https://yarcheplus.ru/catalog/griby-i-yagody-192","https://yarcheplus.ru/category/ovoschi-frukty-187"
"171","","Овощи, Фрукты","https://yarcheplus.ru/category/ovoschi-frukty-187",""
"74","159","Молоко, Сыр, Яйцо | Молоко, Сливки","https://yarcheplus.ru/catalog/moloko-slivki-90","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"67","159","Молоко, Сыр, Яйцо | Кефир, ряженка, снежок","https://yarcheplus.ru/catalog/kefir-ryazhenka-snezhok-83","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"77","159","Молоко, Сыр, Яйцо | Сметана и творог","https://yarcheplus.ru/catalog/smetana-i-tvorog-93","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"71","159","Молоко, Сыр, Яйцо | Сырки творожные","https://yarcheplus.ru/catalog/syrki-tvorozhnye-87","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"68","159","Молоко, Сыр, Яйцо | Сыры","https://yarcheplus.ru/catalog/syry-84","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"76","159","Молоко, Сыр, Яйцо | Масло сливочное","https://yarcheplus.ru/catalog/maslo-slivochnoe-92","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"377","159","Молоко, Сыр, Яйцо | Маргарины и спреды","https://yarcheplus.ru/catalog/margariny-i-spredy-249","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"70","159","Молоко, Сыр, Яйцо | Йогурты, Десерты","https://yarcheplus.ru/catalog/yogurty-deserty-86","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"69","159","Молоко, Сыр, Яйцо | Коктейли и напитки","https://yarcheplus.ru/catalog/kokteyli-i-napitki-85","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"75","159","Молоко, Сыр, Яйцо | Сгущенное молоко","https://yarcheplus.ru/catalog/sguschennoe-moloko-91","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"73","159","Молоко, Сыр, Яйцо | Яйца","https://yarcheplus.ru/catalog/yaytsa-89","https://yarcheplus.ru/category/moloko-syr-yaytso-175"
"159","","Молоко, Сыр, Яйцо","https://yarcheplus.ru/category/moloko-syr-yaytso-175",""
"394","","Продукты без лактозы","https://yarcheplus.ru/catalog/produkty-bez-laktozy-259",""
"78","160","Мясо, Птица | Говядина, Свинина","https://yarcheplus.ru/catalog/govyadina-svinina-94","https://yarcheplus.ru/category/myaso-ptitsa-176"
"80","160","Мясо, Птица | Птица","https://yarcheplus.ru/catalog/ptitsa-96","https://yarcheplus.ru/category/myaso-ptitsa-176"
"160","","Мясо, Птица","https://yarcheplus.ru/category/myaso-ptitsa-176",""
"82","161","Рыба, Морепродукты | Слабосоленая и соленая рыба","https://yarcheplus.ru/catalog/slabosolenaya-i-solenaya-ryba-98","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"83","161","Рыба, Морепродукты | Копченая и вяленая рыба","https://yarcheplus.ru/catalog/kopchenaya-i-vyalenaya-ryba-99","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"84","161","Рыба, Морепродукты | Пресервы и морепродукты","https://yarcheplus.ru/catalog/preservy-i-moreprodukty-100","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"85","161","Рыба, Морепродукты | Икра","https://yarcheplus.ru/catalog/ikra-101","https://yarcheplus.ru/category/ryba-moreprodukty-177"
"161","","Рыба, Морепродукты","https://yarcheplus.ru/category/ryba-moreprodukty-177",""
"90","162","Колбасы, Деликатесы | Вареные колбасы и ветчина","https://yarcheplus.ru/catalog/varenye-kolbasy-i-vetchina-106","https://yarcheplus.ru/category/kolbasy-delikatesy-178"
